Step	Time	Epot	Ekin	Etot	T
315	3.150000	-13.054335	6049.182931	6036.128597	1.000266
316	3.160000	-13.804919	6049.713771	6035.908852	1.000344
317	3.170000	-14.650893	6050.278537	6035.627644	1.000446
318	3.180000	-15.407008	6050.699449	6035.292441	1.000537
319	3.190000	-15.913714	6050.837325	6034.923612	1.000591
320	3.200000	-16.019736	6050.577193	6034.557457	1.000587
321	3.210000	-15.590720	6049.834393	6034.243674	1.000505
322	3.220000	-14.580574	6048.627887	6034.047314	1.000336
323	3.230000	-13.203086	6047.223119	6034.020033	1.000099
324	3.240000	-12.011005	6046.143625	6034.132620	0.999864
325	3.250000	-11.475199	6045.751640	6034.276441	0.999732
326	3.260000	-11.398129	6045.792785	6034.394656	0.999721
327	3.270000	-11.124509	6045.645031	6034.520522	0.999736
328	3.280000	-10.230988	6044.961830	6034.730842	0.999670
329	3.290000	-8.970281	6044.053441	6035.083160	0.999513
330	3.300000	-8.217090	6043.719998	6035.502908	0.999375
331	3.310000	-8.550711	6044.386899	6035.836188	0.999401
332	3.320000	-9.558145	6045.604092	6036.045947	0.999587
333	3.330000	-10.576189	6046.737276	6036.161086	0.999803
334	3.340000	-11.418475	6047.617289	6036.198813	0.999973
335	3.350000	-12.265788	6048.411385	6036.145597	1.000108
336	3.360000	-13.195680	6049.183851	6035.988171	1.000244
337	3.370000	-14.003944	6049.760548	6035.756604	1.000368
338	3.380000	-14.472726	6049.967788	6035.495063	1.000438
339	3.390000	-14.562153	6049.803041	6035.240888	1.000438
340	3.400000	-14.362364	6049.383469	6035.021105	1.000381
341	3.410000	-13.990387	6048.842122	6034.851736	1.000293
342	3.420000	-13.536131	6048.275906	6034.739775	1.000193
343	3.430000	-13.057021	6047.742218	6034.685196	1.000095
344	3.440000	-12.588793	6047.271808	6034.683015	1.000007
345	3.450000	-12.154762	6046.881458	6034.726697	0.999931
346	3.460000	-11.776016	6046.582865	6034.806849	0.999870
347	3.470000	-11.472245	6046.385357	6034.913112	0.999826
348	3.480000	-11.258319	6046.293042	6035.034724	0.999801
349	3.490000	-11.139074	6046.297582	6035.158508	0.999793
350	3.500000	-11.099272	6046.375417	6035.276145	0.999801
351	3.510000	-11.108164	6046.489914	6035.381749	0.999820
352	3.520000	-11.122811	6046.596969	6035.474158	0.999841
353	3.530000	-11.097426	6046.653696	6035.556270	0.999857
354	3.540000	-10.984430	6046.621555	6035.637125	0.999861
355	3.550000	-10.750346	6046.479402	6035.729055	0.999847
356	3.560000	-10.399511	6046.245630	6035.846120	0.999813
357	3.570000	-10.000800	6045.995199	6035.994399	0.999768
358	3.580000	-9.676876	6045.842473	6036.165597	0.999729
359	3.590000	-9.530181	6045.866446	6036.336266	0.999716
360	3.600000	-9.553470	6046.040833	6036.487362	0.999736
361	3.610000	-9.643344	6046.259531	6036.616187	0.999775
362	3.620000	-9.703956	6046.431394	6036.727438	0.999811
363	3.630000	-9.701869	6046.528962	6036.827093	0.999835
364	3.640000	-9.646253	6046.566783	6036.920530	0.999847
365	3.650000	-9.564424	6046.579560	6037.015136	0.999850
366	3.660000	-9.526827	6046.638770	6037.111943	0.999853
367	3.670000	-9.657743	6046.853208	6037.195465	0.999873
368	3.680000	-10.047374	6047.284015	6037.236641	0.999928
369	3.690000	-10.640073	6047.853491	6037.213418	1.000019
370	3.700000	-11.256915	6048.386040	6037.129125	1.000121
371	3.710000	-11.727710	6048.730967	6037.003257	1.000201
372	3.720000	-11.974127	6048.833398	6036.859271	1.000241
373	3.730000	-12.008076	6048.728473	6036.720397	1.000239
374	3.740000	-11.904055	6048.507489	6036.603434	1.000207
375	3.750000	-11.779162	6048.291982	6036.512820	1.000164
376	3.760000	-11.761620	6048.200228	6036.438608	1.000133
377	3.770000	-11.945654	6048.305012	6036.359358	1.000132
378	3.780000	-12.350643	6048.604131	6036.253488	1.000168
379	3.790000	-12.916035	6049.020464	6036.104429	1.000234
